policy_id,attack_id,attack_type,category,severity,attack_applied,poisoned_hash
HR-CON-005,"ATT-0677,ATT-0653,ATT-0652,ATT-0651","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High",True,df1b4ccad4b334487e875d21d120fd171eccc001347e11d03f7eb8dfca1b0376
HR-CON-006,"ATT-0681,ATT-0685,ATT-0667","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","Medium,Medium,Medium",True,bbabb44d28abb25b45c624a01985e6497c2502ca61834ee4cb135b8283fa84a5
HR-CON-007,"ATT-0220,ATT-0678,ATT-0217,ATT-0677,ATT-0557","Visitor_Management,Leave_Management,Visitor_Management,Leave_Management,Expense_Management","Visitor_Management,Leave_Management,Visitor_Management,Leave_Management,Expense_Management","Medium,High,Medium,High,High",True,e8c7a07e7191dc10af1bec9486e746cf4ab71b58b0bfe3731ae09dde73f41831
HR-CON-008,"ATT-0679,ATT-0661,ATT-0683","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,Medium",True,782e2013041563aae21eda71a53f33efca0faa731cdce1e44d103bb376b2b24c
HR-CON-009,"ATT-0676,ATT-0574,ATT-0573,ATT-0685","Leave_Management,Procurement,Procurement,Leave_Management","Leave_Management,Procurement,Procurement,Leave_Management","High,Medium,Medium,Medium",True,2cc7b8ad13fde834cb50e94618297fdcc3664dfc9a67c026806da07041a2bdaa
HR-CON-010,"ATT-0660,ATT-0685,ATT-0665,ATT-0664,ATT-0656","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Critical,Medium,High,High,Critical",True,5e83ec968d58d23fad3425c266c875ade8118fad30e62f3fd195a215dee2257a
HR-CON-011,"ATT-0558,ATT-0556,ATT-0670,ATT-0201,ATT-0669","Expense_Management,Expense_Management,Leave_Management,Visitor_Management,Leave_Management","Expense_Management,Expense_Management,Leave_Management,Visitor_Management,Leave_Management","High,High,Medium,Medium,Medium",True,cfa3c008c93052578fc355ba04187186b1be16c9eaf581df7d4fdbb00d654d5d
HR-CON-012,"ATT-0667,ATT-0220,ATT-0676,ATT-0216,ATT-0217","Leave_Management,Visitor_Management,Leave_Management,Visitor_Management,Visitor_Management","Leave_Management,Visitor_Management,Leave_Management,Visitor_Management,Visitor_Management","Medium,Medium,High,Medium,Medium",True,7141dca734ddf5173349dbaa01a9e69a7945d2106036492b23348edfc923c6f8
HR-CON-013,"ATT-0661,ATT-0652,ATT-0651,ATT-0654,ATT-0665","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High,High",True,f1a3bf6c798cd92c992e3ae5cc764558ea49ebd202cdad542f2405e07866354b
HR-CON-014,"ATT-0656,ATT-0658,ATT-0670","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","Critical,Critical,Medium",True,f88a693512e7f02c8547c36cbeeb275e952417d95022b6a6edf7760246319582
HR-CON-015,"ATT-0678,ATT-0558,ATT-0216,ATT-0218,ATT-0217","Leave_Management,Expense_Management,Visitor_Management,Visitor_Management,Visitor_Management","Leave_Management,Expense_Management,Visitor_Management,Visitor_Management,Visitor_Management","High,High,Medium,Medium,Medium",True,cc5289f4de57b18f953bdbe4247b1e588109297cc12c14fa2a62dae564dd36c8
HR-CON-016,"ATT-0678,ATT-0676,ATT-0671","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,High",True,16d08b67d6a51b72e57267952f1893ccdf0df609483202b57e9fa29965f99ae0
HR-CON-017,"ATT-0652,ATT-0655,ATT-0216,ATT-0659","Leave_Management,Leave_Management,Visitor_Management,Leave_Management","Leave_Management,Leave_Management,Visitor_Management,Leave_Management","High,High,Medium,Critical",True,161d7857be9391a0a6a761cdb5ba0b7252b0fc93a144dcd9e3478dccb158a6f4
HR-CON-018,"ATT-0671,ATT-0653,ATT-0651","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,High",True,4253451f2734e3712dc4848065054640f90e54ad6eb094dd5279802e48fe7f04
HR-CON-019,"ATT-0663,ATT-0678,ATT-0217,ATT-0665","Leave_Management,Leave_Management,Visitor_Management,Leave_Management","Leave_Management,Leave_Management,Visitor_Management,Leave_Management","High,High,Medium,High",True,14c0be43bb4c546cedf06d5af706045a1f854259c0ecf168d0fddac4c5573894
HR-CON-020,"ATT-0664,ATT-0661,ATT-0662","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,High",True,585a3f17693818e81578a571ac7b4480f9f1befdbb8af77870c404c2b8d2d9d6
HR-CON-021,"ATT-0666,ATT-0560,ATT-0559,ATT-0557","Leave_Management,Expense_Management,Expense_Management,Expense_Management","Leave_Management,Expense_Management,Expense_Management,Expense_Management","Medium,High,High,High",True,987ebe3966a530079a9596a2ea833a58099beadf74485fa84aa749c4d28b72a0
HR-CON-022,"ATT-0672,ATT-0558,ATT-0663","Leave_Management,Expense_Management,Leave_Management","Leave_Management,Expense_Management,Leave_Management","High,High,High",True,26c6019380d8e5aa145d08bb705b6debc7aad2049792969545f5a12bfa75235c
HR-CON-023,"ATT-0667,ATT-0669,ATT-0557,ATT-0560,ATT-0677","Leave_Management,Leave_Management,Expense_Management,Expense_Management,Leave_Management","Leave_Management,Leave_Management,Expense_Management,Expense_Management,Leave_Management","Medium,Medium,High,High,High",True,7631a43cee50a8dc4794d159bed90d6833b357447e2d44e96cbc919bf63589e7
HR-CON-024,"ATT-0558,ATT-0204,ATT-0560,ATT-0205,ATT-0680","Expense_Management,Visitor_Management,Expense_Management,Visitor_Management,Leave_Management","Expense_Management,Visitor_Management,Expense_Management,Visitor_Management,Leave_Management","High,Medium,High,Medium,High",True,567355b6ec18e0a2089044e010e31fff3cb8330129b69285f8f28853ebfc81e6
HR-CON-025,"ATT-0202,ATT-0203,ATT-0665","Visitor_Management,Visitor_Management,Leave_Management","Visitor_Management,Visitor_Management,Leave_Management","Medium,Medium,High",True,937644ae6abf22a3021b08364ed4e35aa07ff9e436e24c9b9153f52916ec07bb
HR-LVE-001,"ATT-0653,ATT-0677,ATT-0658,ATT-0652","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,Critical,High",True,a465b481caaba4a5c1f17bb7b37149d20bec9cf50d9e73d68c4fca25720d7c63
HR-LVE-002,"ATT-0661,ATT-0662,ATT-0218,ATT-0575,ATT-0682","Leave_Management,Leave_Management,Visitor_Management,Procurement,Leave_Management","Leave_Management,Leave_Management,Visitor_Management,Procurement,Leave_Management","High,High,Medium,Medium,Medium",True,d49a787097172d2127bb1f142a50f4dd831ce83314ab83ee83a4cf9efd896dd9
HR-LVE-003,"ATT-0657,ATT-0660,ATT-0659","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","Critical,Critical,Critical",True,da00efa313dd380cf8025df97f6e61ac025de952c40b7b17ac321b9ff660a828
HR-LVE-004,"ATT-0558,ATT-0663,ATT-0656,ATT-0659,ATT-0559","Expense_Management,Leave_Management,Leave_Management,Leave_Management,Expense_Management","Expense_Management,Leave_Management,Leave_Management,Leave_Management,Expense_Management","High,High,Critical,Critical,High",True,521822ee9892780fb25a71667287053949ca2b6a67d17d7231a8d6ef2b8874c0
HR-LVE-005,"ATT-0659,ATT-0678,ATT-0658","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","Critical,High,Critical",True,6a97208bdb9ab8e1112edaddda124b27893057630c53ee5f4ba03ecd44747576
HR-LVE-006,"ATT-0673,ATT-0663,ATT-0556","Leave_Management,Leave_Management,Expense_Management","Leave_Management,Leave_Management,Expense_Management","High,High,High",True,f554999d96bec7357730468d7ce4e64d6c8588569776b12984269533594cdfc9
HR-LVE-007,"ATT-0664,ATT-0665,ATT-0661,ATT-0663","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High",True,7267924b2950af853e7fff9c90c897b0c3604a7ddb32577ec1aef9a4af30beca
HR-LVE-008,"ATT-0658,ATT-0665,ATT-0657,ATT-0673,ATT-0660","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Critical,High,Critical,High,Critical",True,069ec345bc6e6cc333abd6a2bba643968f23652ee406008f0eaf876dbeba4e3d
HR-LVE-009,"ATT-0672,ATT-0675,ATT-0663,ATT-0664","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High",True,06e41c5dfb8e1d5f8a0c386b30e3f3dae481a531bc48e66f42b6580f19326a88
HR-LVE-010,"ATT-0668,ATT-0657,ATT-0660,ATT-0557","Leave_Management,Leave_Management,Leave_Management,Expense_Management","Leave_Management,Leave_Management,Leave_Management,Expense_Management","Medium,Critical,Critical,High",True,9ae55a50ff80705e9cc411aec54fd6f6a0e0589c3b959be3972d27ea4f1c2a3d
HR-LVE-011,"ATT-0571,ATT-0218,ATT-0575","Procurement,Visitor_Management,Procurement","Procurement,Visitor_Management,Procurement","Medium,Medium,Medium",True,b8ad86a860561f3853af80a1095312e12e790635990a39d98b070f883bb1a41e
HR-LVE-012,"ATT-0676,ATT-0669,ATT-0666,ATT-0203","Leave_Management,Leave_Management,Leave_Management,Visitor_Management","Leave_Management,Leave_Management,Leave_Management,Visitor_Management","High,Medium,Medium,Medium",True,54ad30afbf2c1805bf541dbe90d8c135c044b2c8995d5b74629033e379912a0a
HR-LVE-013,"ATT-0666,ATT-0660,ATT-0653,ATT-0668,ATT-0657","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Medium,Critical,High,Medium,Critical",True,a0aabba8a96d1762d9211d9d37b56cfc4747e4f48e38a5c3c32d5176a07f947b
HR-LVE-014,"ATT-0665,ATT-0664,ATT-0216,ATT-0217,ATT-0559","Leave_Management,Leave_Management,Visitor_Management,Visitor_Management,Expense_Management","Leave_Management,Leave_Management,Visitor_Management,Visitor_Management,Expense_Management","High,High,Medium,Medium,High",True,fd7c90af7955456d0c36be41e9be39526238f166776878c00a4eb2ccede99376
HR-LVE-015,"ATT-0655,ATT-0653,ATT-0669","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,Medium",True,126716831e57bbcbf3d3262f1a4b19117eb455f2ab5f09cf940590ba6afcdbe5
HR-LVE-016,"ATT-0653,ATT-0677,ATT-0682,ATT-0655","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,Medium,High",True,21d7ef0d074042bb9472f879e22c0c48fcd3bfbf56c8ae70b0ecfae95d4b63d3
HR-LVE-017,"ATT-0559,ATT-0557,ATT-0683","Expense_Management,Expense_Management,Leave_Management","Expense_Management,Expense_Management,Leave_Management","High,High,Medium",True,5b45c900592e386e0be88167b0da9520b15b781464e7a7a7357af5e97ddd876b
HR-LVE-018,"ATT-0575,ATT-0655,ATT-0683,ATT-0573","Procurement,Leave_Management,Leave_Management,Procurement","Procurement,Leave_Management,Leave_Management,Procurement","Medium,High,Medium,Medium",True,22b9454f2cb71654f5ebf76e0ff5d83145529109d6c82409c454796c870326ce
HR-LVE-019,"ATT-0651,ATT-0203,ATT-0560,ATT-0653,ATT-0654","Leave_Management,Visitor_Management,Expense_Management,Leave_Management,Leave_Management","Leave_Management,Visitor_Management,Expense_Management,Leave_Management,Leave_Management","High,Medium,High,High,High",True,d194e5c17d439e8083b7007889e19ef8a0a156cbd588ca70eeef35d1eb47cd09
HR-LVE-020,"ATT-0656,ATT-0655,ATT-0657","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","Critical,High,Critical",True,4e6b303e0e94a798c89c66fc759da252f9fd97e9eb599c853014623844a8ce7c
HR-LVE-021,"ATT-0671,ATT-0679,ATT-0675,ATT-0556,ATT-0677","Leave_Management,Leave_Management,Leave_Management,Expense_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Expense_Management,Leave_Management","High,High,High,High,High",True,a0c5b9815de54a34388ef4f1bff6281c13c16e631f40ddc8012fef12090591e3
HR-LVE-022,"ATT-0216,ATT-0676,ATT-0678","Visitor_Management,Leave_Management,Leave_Management","Visitor_Management,Leave_Management,Leave_Management","Medium,High,High",True,c7b04e8c55e1e0b8092ee141902f43d41298dd5f2f447bcfc77311ad52497dff
HR-LVE-023,"ATT-0655,ATT-0671,ATT-0654,ATT-0670,ATT-0667","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,Medium,Medium",True,6726c5b4d49e093a03581c5b814f8c0ea01bcd7c85f6f68a31313e5284c6ed82
HR-LVE-024,"ATT-0556,ATT-0681,ATT-0683,ATT-0575,ATT-0682","Expense_Management,Leave_Management,Leave_Management,Procurement,Leave_Management","Expense_Management,Leave_Management,Leave_Management,Procurement,Leave_Management","High,Medium,Medium,Medium,Medium",True,44ed00bac3978b19785958d417995934c56182b351ba1c15b70ab786262e06d0
HR-LVE-025,"ATT-0663,ATT-0678,ATT-0665,ATT-0680","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High",True,3be5369c77ca32c437c07902386306b4d20612ada0a103bdf0f0f8e2ebde652a
HR-PRF-001,"ATT-0572,ATT-0671,ATT-0685","Procurement,Leave_Management,Leave_Management","Procurement,Leave_Management,Leave_Management","Medium,High,Medium",True,e8df806882ecbead348a5b6614d481d2e07b6f53350054e33c696367d146e9e5
HR-PRF-002,"ATT-0681,ATT-0680,ATT-0572,ATT-0676","Leave_Management,Leave_Management,Procurement,Leave_Management","Leave_Management,Leave_Management,Procurement,Leave_Management","Medium,High,Medium,High",True,b353557f7ccdb7dd52e058ac394c7aedac9c7b8d11512b4e42bdfc9cee0e573e
HR-PRF-003,"ATT-0218,ATT-0556,ATT-0657,ATT-0659,ATT-0658","Visitor_Management,Expense_Management,Leave_Management,Leave_Management,Leave_Management","Visitor_Management,Expense_Management,Leave_Management,Leave_Management,Leave_Management","Medium,High,Critical,Critical,Critical",True,54d5fd7376909e810aed946175f4aba6af30f234edfe6575ba88ef9ced56bb59
HR-PRF-004,"ATT-0558,ATT-0693,ATT-0671,ATT-0674","Expense_Management,Performance_Management,Leave_Management,Leave_Management","Expense_Management,Performance_Management,Leave_Management,Leave_Management","High,Medium,High,High",True,a9fae116d53d0840a9aac6cb517377622db62f8b985c60430945258a0162af87
HR-PRF-005,"ATT-0219,ATT-0676,ATT-0573,ATT-0680,ATT-0685","Visitor_Management,Leave_Management,Procurement,Leave_Management,Leave_Management","Visitor_Management,Leave_Management,Procurement,Leave_Management,Leave_Management","Medium,High,Medium,High,Medium",True,dae814566afcba340777648d3167212b3e13cd90ef3c210eaf08ca166b4a7334
HR-PRF-006,"ATT-0665,ATT-0573,ATT-0220,ATT-0219","Leave_Management,Procurement,Visitor_Management,Visitor_Management","Leave_Management,Procurement,Visitor_Management,Visitor_Management","High,Medium,Medium,Medium",True,96f89fbdde48347f1b67cc05ca48b5b2c2466439d7aeb20412be2c054d95311c
HR-PRF-007,"ATT-0560,ATT-0677,ATT-0680","Expense_Management,Leave_Management,Leave_Management","Expense_Management,Leave_Management,Leave_Management","High,High,High",True,03539b498c80e45c68ed014326423de26a3cd672ba0e51a361c9034c7c5bb68e
HR-PRF-008,"ATT-0654,ATT-0689,ATT-0653,ATT-0671","Leave_Management,Performance_Management,Leave_Management,Leave_Management","Leave_Management,Performance_Management,Leave_Management,Leave_Management","High,Medium,High,High",True,b2369c886fc074e0c9cdecf8cc0adcbf4b19fb972f863fad33d75856c23f932f
HR-PRF-009,"ATT-0697,ATT-0661,ATT-0559,ATT-0558,ATT-0663","Performance_Management,Leave_Management,Expense_Management,Expense_Management,Leave_Management","Performance_Management,Leave_Management,Expense_Management,Expense_Management,Leave_Management","Medium,High,High,High,High",True,6b96f32e4efab2e20bfe67639af7fe7f7bed1b97333a0136484e8f54e8a9eee1
HR-PRF-010,"ATT-0663,ATT-0695,ATT-0205,ATT-0694,ATT-0201","Leave_Management,Performance_Management,Visitor_Management,Performance_Management,Visitor_Management","Leave_Management,Performance_Management,Visitor_Management,Performance_Management,Visitor_Management","High,Medium,Medium,Medium,Medium",True,31f395082c4c899faad7208b3683f63c5081f5f9d03c0d96265069e476197561
HR-PRF-011,"ATT-0672,ATT-0674,ATT-0673","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,High",True,2a69bcd54e95588d5711b96e7f19e3e252ef460381f89250e735beaa121f6b24
HR-PRF-012,"ATT-0559,ATT-0675,ATT-0671","Expense_Management,Leave_Management,Leave_Management","Expense_Management,Leave_Management,Leave_Management","High,High,High",True,8b27ebe63e8c6b673ca03fb324a885a82c5e6db230091eb51e9913a2e29e3d85
HR-PRF-013,"ATT-0651,ATT-0655,ATT-0658","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,Critical",True,8a799ffc420d82a7e660f950b305eec371918ea068263459d73e13bff568d065
HR-PRF-014,"ATT-0690,ATT-0689,ATT-0686,ATT-0688,ATT-0653","Performance_Management,Performance_Management,Performance_Management,Performance_Management,Leave_Management","Performance_Management,Performance_Management,Performance_Management,Performance_Management,Leave_Management","Medium,Medium,Medium,Medium,High",True,10400cb3071baf1025b73d1b0290f860095f819412845ad763505c0566f517f4
HR-PRF-015,"ATT-0659,ATT-0556,ATT-0557,ATT-0657","Leave_Management,Expense_Management,Expense_Management,Leave_Management","Leave_Management,Expense_Management,Expense_Management,Leave_Management","Critical,High,High,Critical",True,bb3ecd3a1e25c3e8a5f2205234d8a516342ddd5d0847df60762e3d97ac7f8525
HR-PRF-016,"ATT-0670,ATT-0205,ATT-0667","Leave_Management,Visitor_Management,Leave_Management","Leave_Management,Visitor_Management,Leave_Management","Medium,Medium,Medium",True,c80c7bc1323465f60cd2ecafe4ba8c75bc8930c9192d19d5621d41afc5915c9c
HR-PRF-017,"ATT-0668,ATT-0657,ATT-0656,ATT-0556","Leave_Management,Leave_Management,Leave_Management,Expense_Management","Leave_Management,Leave_Management,Leave_Management,Expense_Management","Medium,Critical,Critical,High",True,fd64baad75cac0b5009f917c13b684c9cb7a7c1c1e1b10880c0c465ec643cb2f
HR-PRF-018,"ATT-0656,ATT-0665,ATT-0664,ATT-0659","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Critical,High,High,Critical",True,5c415a558512302eee467fe082a44ceb12ecafde5ed8d8c349b4689a701e6d80
HR-PRF-019,"ATT-0683,ATT-0660,ATT-0573,ATT-0673","Leave_Management,Leave_Management,Procurement,Leave_Management","Leave_Management,Leave_Management,Procurement,Leave_Management","Medium,Critical,Medium,High",True,33eb14d7b7487575d9864451ebd28e7b6021d3f953ec155b3ee5d65cab58a093
HR-PRF-020,"ATT-0663,ATT-0693,ATT-0664,ATT-0655,ATT-0665","Leave_Management,Performance_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Performance_Management,Leave_Management,Leave_Management,Leave_Management","High,Medium,High,High,High",True,46779eabf002a2c19c41565ec9d366696b08bb4793504d3b4fdbdce58026a290
HR-PRF-021,"ATT-0690,ATT-0557,ATT-0558,ATT-0694,ATT-0687","Performance_Management,Expense_Management,Expense_Management,Performance_Management,Performance_Management","Performance_Management,Expense_Management,Expense_Management,Performance_Management,Performance_Management","Medium,High,High,Medium,Medium",True,61e618e82df580cf606422d09232f1958650fff7a2b05389fb3c55ea7628be79
HR-PRF-022,"ATT-0688,ATT-0651,ATT-0654,ATT-0689","Performance_Management,Leave_Management,Leave_Management,Performance_Management","Performance_Management,Leave_Management,Leave_Management,Performance_Management","Medium,High,High,Medium",True,b679ac74de987fe95bf36158e430b3e909af6f886098315cc3d0adf71d921c30
HR-PRF-023,"ATT-0219,ATT-0560,ATT-0559","Visitor_Management,Expense_Management,Expense_Management","Visitor_Management,Expense_Management,Expense_Management","Medium,High,High",True,0bacf03c6855dba50d7df4216bf8011add0b2bee8db04b7f70951856652ab411
HR-PRF-024,"ATT-0687,ATT-0202,ATT-0689,ATT-0688","Performance_Management,Visitor_Management,Performance_Management,Performance_Management","Performance_Management,Visitor_Management,Performance_Management,Performance_Management","Medium,Medium,Medium,Medium",True,c7c23e9dd4a2d49403d458c8824d1214a091bd9f7465ec8311804e8a7580393b
HR-PRF-025,"ATT-0676,ATT-0681,ATT-0682","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,Medium,Medium",True,7a18c19122fbb696264c2d2aa3491c2e79348a95c8ef768fbca51ff604ee2d66
HR-REC-001,"ATT-0205,ATT-0682,ATT-0685,ATT-0571","Visitor_Management,Leave_Management,Leave_Management,Procurement","Visitor_Management,Leave_Management,Leave_Management,Procurement","Medium,Medium,Medium,Medium",True,c91993b2d8f64282f51d6b202af356c92ce832bcb7ecf065dba1be10b78acf3e
HR-REC-002,"ATT-0671,ATT-0661,ATT-0673,ATT-0665,ATT-0685","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High,Medium",True,95b598c33922ea2672fc5d445ec0dfe7e2d8c7fbf561b0424b6daaef08dd5e24
HR-REC-003,"ATT-0682,ATT-0683,ATT-0681,ATT-0660,ATT-0684","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Medium,Medium,Medium,Critical,Medium",True,4e190f8653559e7593d6d7e1839649da5205f5c7e9267fea5c64e5283fc0511d
HR-REC-004,"ATT-0656,ATT-0675,ATT-0671","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","Critical,High,High",True,904fcb6809700600a46f2ca057b0474a31feb7d0050c2a71bf27ea041a125f40
HR-REC-005,"ATT-0669,ATT-0684,ATT-0575","Leave_Management,Leave_Management,Procurement","Leave_Management,Leave_Management,Procurement","Medium,Medium,Medium",True,716d09b5523f96937535916e8c6c92f04016b8efd55b67ceb67f9c0112bf0f54
HR-REC-006,"ATT-0674,ATT-0672,ATT-0671,ATT-0216,ATT-0665","Leave_Management,Leave_Management,Leave_Management,Visitor_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Visitor_Management,Leave_Management","High,High,High,Medium,High",True,c319e7ff5bfd170f9772ad37681201221664fa5f132eeb8665efe7a7ac21c097
HR-REC-007,"ATT-0560,ATT-0671,ATT-0673,ATT-0665","Expense_Management,Leave_Management,Leave_Management,Leave_Management","Expense_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High",True,e13b7fa9c0c030dfeb1da862ced164b4b3e4c4fdb041bfbb768f2f05b3e03002
HR-REC-008,"ATT-0573,ATT-0202,ATT-0681,ATT-0571,ATT-0673","Procurement,Visitor_Management,Leave_Management,Procurement,Leave_Management","Procurement,Visitor_Management,Leave_Management,Procurement,Leave_Management","Medium,Medium,Medium,Medium,High",True,c8560b24154630f6f612a33f4e9e69535e1180122ae38c9e137f9305d3cccd82
HR-REC-009,"ATT-0653,ATT-0572,ATT-0574","Leave_Management,Procurement,Procurement","Leave_Management,Procurement,Procurement","High,Medium,Medium",True,f5b492dad8494e0ebcfcd90a0eec89c249e9145b8b3da1291b296b3338079a8a
HR-REC-010,"ATT-0201,ATT-0660,ATT-0656","Visitor_Management,Leave_Management,Leave_Management","Visitor_Management,Leave_Management,Leave_Management","Medium,Critical,Critical",True,abf6167b4ba17137822689e4671964430f32107549b08e340303160ffbc641d0
HR-REC-011,"ATT-0658,ATT-0662,ATT-0667,ATT-0659","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Critical,High,Medium,Critical",True,28554ec5a4ebf6f7c1455adbefce3b8d76526cbe98b30269071cbe9131b0d371
HR-REC-012,"ATT-0664,ATT-0668,ATT-0665,ATT-0663","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,Medium,High,High",True,0de01a601df55299e27699f4981fb7c3071043c4a81ab7e2a76f94639170466d
HR-REC-013,"ATT-0677,ATT-0651,ATT-0680,ATT-0653,ATT-0664","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High,High",True,6397338acf24b4dc8276adf8a65f8cfcef6ab68b3e4e074b899469b1cb9a345d
HR-REC-014,"ATT-0674,ATT-0671,ATT-0676","Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management","High,High,High",True,9ad3dfea81f7f74ff1e4c37fbc3f32b6465c6dfceb6ba4d675470ce27afde5e4
HR-REC-015,"ATT-0682,ATT-0678,ATT-0676,ATT-0651","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Medium,High,High,High",True,1ba65a3fb126fb1a4c7e229b2284e967a3afd21e1999b1dee5622dc57fdf9df2
HR-REC-016,"ATT-0680,ATT-0669,ATT-0666,ATT-0679","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,Medium,Medium,High",True,b7d4e8beaebbafa2eb677a473f78a46b75955a6b115ee4d57e9a3b7f511a042b
HR-REC-017,"ATT-0671,ATT-0673,ATT-0672,ATT-0675","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High",True,fce78cb20ff137bd4bce5270de64ff1d5fec2b83811fce150651e0714802a8ad
HR-REC-018,"ATT-0673,ATT-0672,ATT-0220,ATT-0660,ATT-0658","Leave_Management,Leave_Management,Visitor_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Visitor_Management,Leave_Management,Leave_Management","High,High,Medium,Critical,Critical",True,79a7d87c0cb571f717dcd93d3b9d572cd0505261f79d28fc17afbcc67ce44e5e
HR-REC-019,"ATT-0219,ATT-0220,ATT-0664","Visitor_Management,Visitor_Management,Leave_Management","Visitor_Management,Visitor_Management,Leave_Management","Medium,Medium,High",True,28e0903b8e105d5ce51bb93dd58f412892e5dce1580fce64997fe2b5506fc128
HR-REC-020,"ATT-0204,ATT-0205,ATT-0668,ATT-0669","Visitor_Management,Visitor_Management,Leave_Management,Leave_Management","Visitor_Management,Visitor_Management,Leave_Management,Leave_Management","Medium,Medium,Medium,Medium",True,76d3e0593d5232fea08bf94427ee7efb72b7000c4922a1eb98e260b8557a35cb
HR-REC-021,"ATT-0559,ATT-0677,ATT-0679,ATT-0663,ATT-0661","Expense_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","Expense_Management,Leave_Management,Leave_Management,Leave_Management,Leave_Management","High,High,High,High,High",True,ab6296b7989fd0c84cf347e3285f238d7912ea40179d4e264e15fedc7a1d53b6
HR-REC-022,"ATT-0656,ATT-0659,ATT-0673,ATT-0672","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Leave_Management,Leave_Management,Leave_Management,Leave_Management","Critical,Critical,High,High",True,e91f2938229c9ffd1ea942497f676904569a8d9a33bebb956f65d6d4eafec0e1
